bizesNm,indsLclsNm,indsMclsNm,indsScnm,sigunguNm,sigunguDetailNm,adongNm,lnAdr,rdnAdr
요거트아이스크림의정석세종,음식,기타 간이,아이스크림/빙수,세종특별자치시,세종특별자치시,보람동,세종특별자치시 세종특별자치시 보람동 722,세종특별자치시 세종특별자치시 한누리대로 2150
한길프라자,수리·개인,자동차 수리·세차,자동차 세차장,세종특별자치시,세종특별자치시,금남면,세종특별자치시 세종특별자치시 금남면 호탄리 104,세종특별자치시 세종특별자치시 금남면 호탄길 30
달시아이스크림세계과자,소매,종합 소매,슈퍼마켓,세종특별자치시,세종특별자치시,고운동,세종특별자치시 세종특별자치시 고운동 2112,세종특별자치시 세종특별자치시 마음안1로 137
하늘나비스킨앤바디,수리·개인,이용·미용,피부 관리실,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 남리 388,세종특별자치시 세종특별자치시 조치원읍 장안2길 103
세미콜론,과학·기술,광고,광고 대행업,세종특별자치시,세종특별자치시,반곡동,세종특별자치시 세종특별자치시 집현동 1163,세종특별자치시 세종특별자치시 집현중앙7로 6
진워터,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,세종특별자치시,세종특별자치시,전동면,세종특별자치시 세종특별자치시 전동면 청송리 167-8,세종특별자치시 세종특별자치시 전동면 배일길 31
미카페,음식,비알코올 ,카페,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 87-27,세종특별자치시 세종특별자치시 조치원읍 새내로 90
행복한정육점,소매,식료품 소매,정육점,세종특별자치시,세종특별자치시,도담동,세종특별자치시 세종특별자치시 도담동 660,세종특별자치시 세종특별자치시 보듬3로 8-20
도램마을공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,세종특별자치시,세종특별자치시,도담동,세종특별자치시 세종특별자치시 도담동 633,세종특별자치시 세종특별자치시 보람로 96
여유드림셀프빨래방,수리·개인,세탁,셀프 빨래방,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 교리 6-11,세종특별자치시 세종특별자치시 조치원읍 조치원7길 64
행운플러스공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,세종특별자치시,세종특별자치시,새롬동,세종특별자치시 세종특별자치시 새롬동 614,세종특별자치시 세종특별자치시 새롬남로 102
엘림,음식,서양식,경양식,세종특별자치시,세종특별자치시,금남면,세종특별자치시 세종특별자치시 금남면 황용리 559-7,세종특별자치시 세종특별자치시 금남면 금남구즉로 386
다이닝더인드라,음식,동남아시아,베트남식 전문,세종특별자치시,세종특별자치시,보람동,세종특별자치시 세종특별자치시 보람동 712,세종특별자치시 세종특별자치시 시청대로 219
배스킨라빈스세종,음식,기타 간이,아이스크림/빙수,세종특별자치시,세종특별자치시,소담동,세종특별자치시 세종특별자치시 소담동 550,세종특별자치시 세종특별자치시 시청대로 236
세종24시셀프세차장,수리·개인,자동차 수리·세차,자동차 세차장,세종특별자치시,세종특별자치시,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 380-1,세종특별자치시 세종특별자치시 장군면 봉안산소골길 8
꾸밈,수리·개인,이용·미용,미용실,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 713,세종특별자치시 세종특별자치시 한누리대로 207
푸르넷범지기공부방,교육,일반 교육,입시·교과학원,세종특별자치시,세종특별자치시,아름동,세종특별자치시 세종특별자치시 아름동 1279,세종특별자치시 세종특별자치시 달빛로 165
세종항도외과의원,보건의료,의원,외과 의원,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 745,세종특별자치시 세종특별자치시 한누리대로 253
열린자이공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,세종특별자치시,세종특별자치시,반곡동,세종특별자치시 세종특별자치시 집현동 883-139,세종특별자치시 세종특별자치시 남세종로 160
아리랑다방,음식,비알코올 ,카페,세종특별자치시,세종특별자치시,금남면,세종특별자치시 세종특별자치시 금남면 용포리 207-13,세종특별자치시 세종특별자치시 금남면 대평시장1길 25
수헤어,수리·개인,이용·미용,미용실,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 교리 23-7,세종특별자치시 세종특별자치시 조치원읍 조치원5길 27
홍익돈까스,음식,일식,일식 카레/돈가스/덮밥,세종특별자치시,세종특별자치시,고운동,세종특별자치시 세종특별자치시 고운동 1038,세종특별자치시 세종특별자치시 마음로 233
새뜰보호작업장,시설관리·임대,청소·방제,소독; 구충 및 방제 서비스업,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 평리 115-3,세종특별자치시 세종특별자치시 조치원읍 새내14길 65
유한책임회사하이모,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 723,세종특별자치시 세종특별자치시 한누리대로 157
피앤비건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 796,세종특별자치시 세종특별자치시 나성로 125-10
와요마케팅,과학·기술,광고,광고 대행업,세종특별자치시,세종특별자치시,소담동,세종특별자치시 세종특별자치시 소담동 557,세종특별자치시 세종특별자치시 법원2로 12
대한신경초음파학회,과학·기술,광고,광고 대행업,세종특별자치시,세종특별자치시,도담동,세종특별자치시 세종특별자치시 도담동 407,세종특별자치시 세종특별자치시 보듬7로 20
빽스튜디오,수리·개인,이용·미용,피부 관리실,세종특별자치시,세종특별자치시,고운동,세종특별자치시 세종특별자치시 고운동 2112,세종특별자치시 세종특별자치시 마음안1로 137
이태리상점,소매,철물·건설자재 소매,기타 건설/건축자재 소매업,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 768,세종특별자치시 세종특별자치시 한누리대로 234
제이케이커뮤니케이션,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 401-1,세종특별자치시 세종특별자치시 조치원읍 섭골길 51-41
나라인쇄,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 259-5,세종특별자치시 세종특별자치시 조치원읍 행복13길 5
왕성길경관협정운영회,과학·기술,광고,광고 대행업,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 2-5,세종특별자치시 세종특별자치시 조치원읍 새내12길 32
두드림스터디카페,예술·스포츠,도서관·사적지,독서실/스터디 카페,세종특별자치시,세종특별자치시,새롬동,세종특별자치시 세종특별자치시 새롬동 590,세종특별자치시 세종특별자치시 새롬중앙로 41
해밍턴부대찌개,음식,한식,국/탕/찌개류,세종특별자치시,세종특별자치시,다정동,세종특별자치시 세종특별자치시 다정동 933,세종특별자치시 세종특별자치시 다정중앙로 52
왕천파닭,음식,기타 간이,치킨,세종특별자치시,세종특별자치시,다정동,세종특별자치시 세종특별자치시 다정동 938,세종특별자치시 세종특별자치시 다정중앙로 40
에이치엠,과학·기술,광고,광고 대행업,세종특별자치시,세종특별자치시,조치원읍,세종특별자치시 세종특별자치시 조치원읍 교리 25-1,세종특별자치시 세종특별자치시 조치원읍 새내로 125
지엔메디컬,소매,의약·화장품 소매,의료기기 소매업,세종특별자치시,세종특별자치시,나성동,세종특별자치시 세종특별자치시 나성동 797,세종특별자치시 세종특별자치시 나성로 125-4
커스텀커피세종,음식,비알코올 ,카페,세종특별자치시,세종특별자치시,어진동,세종특별자치시 세종특별자치시 어진동 551,세종특별자치시 세종특별자치시 도움8로 11-11
컴119,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,세종특별자치시,세종특별자치시,한솔동,세종특별자치시 세종특별자치시 한솔동 967,세종특별자치시 세종특별자치시 노을3로 99
시티넘버원공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,세종특별자치시,세종특별자치시,고운동,세종특별자치시 세종특별자치시 고운동 1728,세종특별자치시 세종특별자치시 마음로 14
에코클린,수리·개인,자동차 수리·세차,자동차 세차장,세종특별자치시,세종특별자치시,어진동,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로 154
